id,dataset_id,category,prompt,completion,group_id
media-data.csv:001416,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel millions of cats 10""}]","{""mediaType"":""book"",""title"":""Millions of Cats"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""Millions of Cats""]"
media-data.csv:001418,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book private 10/10""}]","{""mediaType"":""book"",""title"":""Private"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""Private""]"
media-data.csv:001420,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel the golden compass 4/10""}]","{""mediaType"":""book"",""title"":""The Golden Compass"",""rating"":4,""favorite"":false}","media-data.csv:[""book"",""The Golden Compass""]"
media-data.csv:001421,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel the phantom tollbooth 8 -5d""}]","{""mediaType"":""book"",""title"":""The Phantom Tollbooth"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""The Phantom Tollbooth""]"
media-data.csv:001422,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the virgin suicides 8/10 9 days ago""}]","{""mediaType"":""book"",""title"":""The Virgin Suicides"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""The Virgin Suicides""]"
media-data.csv:001424,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel rebecca 4 stars""}]","{""mediaType"":""book"",""title"":""Rebecca"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Rebecca""]"
media-data.csv:001426,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""finished enchantment 10/10""}]","{""mediaType"":""book"",""title"":""Enchantment"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""Enchantment""]"
media-data.csv:001427,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel fantastic beasts and where to find them 3 stars""}]","{""mediaType"":""book"",""title"":""Fantastic Beasts and Where to Find Them"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Fantastic Beasts and Where to Find Them""]"
media-data.csv:001429,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel harry potter and the goblet of fire 4 stars""}]","{""mediaType"":""book"",""title"":""Harry Potter and the Goblet of Fire"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Harry Potter and the Goblet of Fire""]"
media-data.csv:001430,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the undomestic goddess 6/10 20h ago""}]","{""mediaType"":""book"",""title"":""The Undomestic Goddess"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""The Undomestic Goddess""]"
media-data.csv:001432,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel one hundred years of solitude 8/10""}]","{""mediaType"":""book"",""title"":""One Hundred Years of Solitude"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""One Hundred Years of Solitude""]"
media-data.csv:001433,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""finished crime and punishment 4/10 -16h""}]","{""mediaType"":""book"",""title"":""Crime and Punishment"",""rating"":4,""favorite"":false}","media-data.csv:[""book"",""Crime and Punishment""]"
media-data.csv:001434,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read the naked and the dead 3 stars""}]","{""mediaType"":""book"",""title"":""The Naked and the Dead"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""The Naked and the Dead""]"
media-data.csv:001436,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the scarlet letter 2 stars""}]","{""mediaType"":""book"",""title"":""The Scarlet Letter"",""rating"":4,""favorite"":false}","media-data.csv:[""book"",""The Scarlet Letter""]"
media-data.csv:001438,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book where'd you go, bernadette 6/10 11 days ago""}]","{""mediaType"":""book"",""title"":""Where'd You Go, Bernadette"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Where'd You Go, Bernadette""]"
media-data.csv:001439,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""finished being nikki 6/10""}]","{""mediaType"":""book"",""title"":""Being Nikki"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Being Nikki""]"
media-data.csv:001440,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel robinson crusoe 3 stars 12d ago""}]","{""mediaType"":""book"",""title"":""Robinson Crusoe"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Robinson Crusoe""]"
media-data.csv:001442,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read a connecticut yankee in king arthur's court 4 stars""}]","{""mediaType"":""book"",""title"":""A Connecticut Yankee in King Arthur's Court"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""A Connecticut Yankee in King Arthur's Court""]"
media-data.csv:001443,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book say goodbye 4 stars""}]","{""mediaType"":""book"",""title"":""Say Goodbye"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Say Goodbye""]"
media-data.csv:001444,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel outliers: the story of success 4 stars""}]","{""mediaType"":""book"",""title"":""Outliers: The Story of Success"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Outliers: The Story of Success""]"
media-data.csv:001445,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the ultimate hitchhiker's guide to the galaxy 10/10 heart""}]","{""mediaType"":""book"",""title"":""The Ultimate Hitchhiker's Guide to the Galaxy"",""rating"":10,""favorite"":true}","media-data.csv:[""book"",""The Ultimate Hitchhiker's Guide to the Galaxy""]"
media-data.csv:001447,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel the princess bride 5 stars""}]","{""mediaType"":""book"",""title"":""The Princess Bride"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""The Princess Bride""]"
media-data.csv:001449,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the drawing of the three 5 stars""}]","{""mediaType"":""book"",""title"":""The Drawing of the Three"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""The Drawing of the Three""]"
media-data.csv:001450,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book orphan train 4 stars favourite 12h ago""}]","{""mediaType"":""book"",""title"":""Orphan Train"",""rating"":8,""favorite"":true}","media-data.csv:[""book"",""Orphan Train""]"
media-data.csv:001454,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book motorcycle man 5 stars -25d""}]","{""mediaType"":""book"",""title"":""Motorcycle Man"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""Motorcycle Man""]"
media-data.csv:001455,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the one and only ivan 8""}]","{""mediaType"":""book"",""title"":""The One and Only Ivan"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""The One and Only Ivan""]"
media-data.csv:001457,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book brother odd 6/10""}]","{""mediaType"":""book"",""title"":""Brother Odd"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Brother Odd""]"
media-data.csv:001459,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read one fifth avenue 3 stars""}]","{""mediaType"":""book"",""title"":""One Fifth Avenue"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""One Fifth Avenue""]"
media-data.csv:001460,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the amazing adventures of kavalier & clay 5 stars 10h ago""}]","{""mediaType"":""book"",""title"":""The Amazing Adventures of Kavalier & Clay"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""The Amazing Adventures of Kavalier & Clay""]"
media-data.csv:001461,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel soul of the fire 8/10""}]","{""mediaType"":""book"",""title"":""Soul of the Fire"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Soul of the Fire""]"
media-data.csv:001463,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""finished fast food nation: the dark side of the all-american meal 4 stars favourite 23d ago""}]","{""mediaType"":""book"",""title"":""Fast Food Nation: The Dark Side of the All-American Meal"",""rating"":8,""favorite"":true}","media-data.csv:[""book"",""Fast Food Nation: The Dark Side of the All-American Meal""]"
media-data.csv:001464,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel outlander 6/10""}]","{""mediaType"":""book"",""title"":""Outlander"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Outlander""]"
media-data.csv:001465,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read happy accidents: a memoir 8/10 -3d""}]","{""mediaType"":""book"",""title"":""Happy Accidents: A Memoir"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Happy Accidents: A Memoir""]"
media-data.csv:001466,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read shatter me 6/10""}]","{""mediaType"":""book"",""title"":""Shatter Me"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Shatter Me""]"
media-data.csv:001467,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel how the grinch stole christmas! 4 stars heart""}]","{""mediaType"":""book"",""title"":""How the Grinch Stole Christmas!"",""rating"":8,""favorite"":true}","media-data.csv:[""book"",""How the Grinch Stole Christmas!""]"
media-data.csv:001468,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel the weird sisters 3 stars""}]","{""mediaType"":""book"",""title"":""The Weird Sisters"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""The Weird Sisters""]"
media-data.csv:001469,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the amazing adventures of kavalier & clay 6""}]","{""mediaType"":""book"",""title"":""The Amazing Adventures of Kavalier & Clay"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""The Amazing Adventures of Kavalier & Clay""]"
media-data.csv:001470,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the bachman books 4 stars favourite""}]","{""mediaType"":""book"",""title"":""The Bachman Books"",""rating"":8,""favorite"":true}","media-data.csv:[""book"",""The Bachman Books""]"
media-data.csv:001471,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read mr. penumbra's 24-hour bookstore 10/10""}]","{""mediaType"":""book"",""title"":""Mr. Penumbra's 24-Hour Bookstore"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""Mr. Penumbra's 24-Hour Bookstore""]"
media-data.csv:001474,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book ink exchange 6/10""}]","{""mediaType"":""book"",""title"":""Ink Exchange"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Ink Exchange""]"
media-data.csv:001475,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book thus spoke zarathustra 6/10 -8d""}]","{""mediaType"":""book"",""title"":""Thus Spoke Zarathustra"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Thus Spoke Zarathustra""]"
media-data.csv:001476,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read harry potter and the chamber of secrets 10/10 favourite -11h""}]","{""mediaType"":""book"",""title"":""Harry Potter and the Chamber of Secrets"",""rating"":10,""favorite"":true}","media-data.csv:[""book"",""Harry Potter and the Chamber of Secrets""]"
media-data.csv:001480,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel breaking dawn 3 stars 20 days ago""}]","{""mediaType"":""book"",""title"":""Breaking Dawn"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Breaking Dawn""]"
media-data.csv:001481,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book we'll always have summer 8 5 days ago""}]","{""mediaType"":""book"",""title"":""We'll Always Have Summer"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""We'll Always Have Summer""]"
media-data.csv:001482,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read the light between oceans 5 stars""}]","{""mediaType"":""book"",""title"":""The Light Between Oceans"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""The Light Between Oceans""]"
media-data.csv:001483,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel scar tissue 8/10""}]","{""mediaType"":""book"",""title"":""Scar Tissue"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Scar Tissue""]"
media-data.csv:001484,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book the very hungry caterpillar board book 10 -8d""}]","{""mediaType"":""book"",""title"":""The Very Hungry Caterpillar Board Book"",""rating"":10,""favorite"":false}","media-data.csv:[""book"",""The Very Hungry Caterpillar Board Book""]"
media-data.csv:001487,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book stellaluna 8""}]","{""mediaType"":""book"",""title"":""Stellaluna"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Stellaluna""]"
media-data.csv:001491,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read horton hears a who! 6/10 23h ago""}]","{""mediaType"":""book"",""title"":""Horton Hears a Who!"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Horton Hears a Who!""]"
media-data.csv:001492,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""read stargirl 3 stars -17d""}]","{""mediaType"":""book"",""title"":""Stargirl"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""Stargirl""]"
media-data.csv:001493,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel the reader 6 -23h""}]","{""mediaType"":""book"",""title"":""The Reader"",""rating"":6,""favorite"":false}","media-data.csv:[""book"",""The Reader""]"
media-data.csv:001494,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""novel knife of dreams 1 star 10d ago""}]","{""mediaType"":""book"",""title"":""Knife of Dreams"",""rating"":2,""favorite"":false}","media-data.csv:[""book"",""Knife of Dreams""]"
media-data.csv:001495,media-data.csv,media,"[{""role"":""system"",""content"":""The user selected the media category. Extract one completed movie or book record into a compact JSON object with mediaType, title, rating, and favorite. Preserve the title. A favorite requires an explicit marker; otherwise use false. Normalize ratings to the dataset's 0-10 scale. Do not output relative time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""book lunar park 8/10 4h ago""}]","{""mediaType"":""book"",""title"":""Lunar Park"",""rating"":8,""favorite"":false}","media-data.csv:[""book"",""Lunar Park""]"
